Cell_ID,cell_name,Patient_Old,Patient,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,BlacklistRatio,Location,ReadsInPeaks,FRIP,Clusters_type
COAD15#COAD15_C1_A_52_52,COAD15_C1_A_52_52,COAD15,P10,6.23,43417,60987,15487,0.077537149,1,6.062639178,0,55684,393276,337592,0.019689734,Cancer,217445,0.276504054,Epithelial
COAD15#COAD15_C2_BC_57_153,COAD15_C2_BC_57_153,COAD15,P10,7.359,56787,72791,12553,0.092619784,1,4.568630785,0,70566,392956,322390,0.015972526,Cancer,255368,0.325004836,Epithelial
COAD15#COAD15_C2_CB_31_223,COAD15_C2_CB_31_223,COAD15,P10,7.088,51147,67881,11309,0.086539859,1,6.611594147,0,51526,392195,340669,0.014417573,Cancer,251485,0.320653892,Epithelial
COAD15#COAD15_C1_D_47_335,COAD15_C1_D_47_335,COAD15,P10,6.096,44886,63633,13363,0.081144048,1,5.848053513,0,57257,392099,334842,0.017040339,Cancer,219984,0.280577522,Epithelial
COAD15#COAD15_C2_BC_14_110,COAD15_C2_BC_14_110,COAD15,P10,8.883,87175,106957,10792,0.136394822,1,3.569926687,0,85797,392086,306289,0.013762287,Cancer,355242,0.453068564,Epithelial
COAD15#COAD15_C2_BC_31_127,COAD15_C2_BC_31_127,COAD15,P10,7.263,48242,63573,13739,0.081271077,1,5.499551316,0,60176,391117,330941,0.017563798,Cancer,237089,0.303190619,Epithelial
COAD15#COAD15_C2_CB_77_269,COAD15_C2_CB_77_269,COAD15,P10,5.148,33773,48153,15308,0.061620381,1,6.313075541,0,53428,390723,337295,0.019589325,Cancer,164576,0.210653505,Epithelial
COAD15#COAD15_C1_D_64_352,COAD15_C1_D_64_352,COAD15,P10,5.156,39972,59654,13437,0.076389974,1,7.692468666,0,44919,390457,345538,0.01720676,Cancer,227769,0.291710105,Epithelial
COAD15#COAD15_C2_BC_29_125,COAD15_C2_BC_29_125,COAD15,P10,7.638,62392,77860,10607,0.099716194,1,4.389323726,0,72441,390408,317967,0.013584506,Cancer,265349,0.339924316,Epithelial
COAD15#COAD15_C2_BC_55_151,COAD15_C2_BC_55_151,COAD15,P10,7.814,63898,81240,12299,0.104101262,1,4.797013817,0,67310,390197,322887,0.015759988,Cancer,295212,0.378338199,Epithelial
COAD15#COAD15_C1_BC_48_144,COAD15_C1_BC_48_144,COAD15,P10,5.916,48767,69948,14320,0.089721093,1,4.553057823,0,70197,389808,319611,0.018368017,Cancer,251130,0.322218487,Epithelial
COAD15#COAD15_C2_BC_10_106,COAD15_C2_BC_10_106,COAD15,P10,6.829,53834,73910,11288,0.095341661,1,3.904790828,0,79026,387606,308580,0.014561178,Cancer,286432,0.369624017,Epithelial
COAD15#COAD15_C2_D_6_294,COAD15_C2_D_6_294,COAD15,P10,8.564,68084,85697,11017,0.110716205,1,4.350938805,0,72326,387012,314686,0.014233409,Cancer,279533,0.361240557,Epithelial
COAD15#COAD15_C2_D_37_325,COAD15_C2_D_37_325,COAD15,P10,8.366,74870,95694,11375,0.124291158,1,4.415245892,0,71088,384959,313871,0.014774301,Cancer,310785,0.403808823,Epithelial
COAD15#COAD15_C2_CB_82_274,COAD15_C2_CB_82_274,COAD15,P10,7.265,48014,61943,13008,0.080468236,1,5.730393271,0,57187,384891,327704,0.016898291,Cancer,223099,0.289849631,Epithelial
COAD15#COAD15_C2_CB_19_211,COAD15_C2_CB_19_211,COAD15,P10,6.224,40001,53255,12828,0.069228509,1,7.150537179,0,47191,384632,337441,0.01667568,Cancer,187609,0.24392302,Epithelial
COAD15#COAD15_C2_D_93_381,COAD15_C2_D_93_381,COAD15,P10,6.031,38558,50735,12543,0.066535436,1,5.584398314,0,57904,381263,323359,0.016449275,Cancer,190066,0.249336209,Epithelial
COAD15#COAD15_C2_BC_93_189,COAD15_C2_BC_93_189,COAD15,P10,7.013,55819,74383,11007,0.097659317,1,4.223561847,0,72906,380829,307923,0.014451368,Cancer,261519,0.343436957,Epithelial
COAD15#COAD15_C2_BC_21_117,COAD15_C2_BC_21_117,COAD15,P10,6.862,58522,79349,11031,0.104208035,1,5.25923125,0,60826,380724,319898,0.014486872,Cancer,268984,0.353416652,Epithelial
COAD15#COAD15_C2_CB_54_246,COAD15_C2_CB_54_246,COAD15,P10,6.445,44701,62823,14342,0.082517653,1,5.356583452,0,59885,380664,320779,0.018838135,Cancer,243260,0.319547489,Epithelial
COAD15#COAD15_C2_CB_40_232,COAD15_C2_CB_40_232,COAD15,P10,7.047,56716,74655,10800,0.098074119,1,5.444596837,0,59058,380605,321547,0.014187938,Cancer,271461,0.35668804,Epithelial
COAD15#COAD15_C2_BC_48_144,COAD15_C2_BC_48_144,COAD15,P10,8.643,78490,95689,11180,0.126111676,1,3.813759326,0,78812,379382,300570,0.014734489,Cancer,303556,0.40013287,Epithelial
COAD15#COAD15_C1_BC_12_108,COAD15_C1_BC_12_108,COAD15,P10,6.821,61535,85342,10087,0.112594332,1,5.06484445,0,62488,378980,316492,0.01330809,Cancer,300200,0.396097607,Epithelial
COAD15#COAD15_C2_CB_32_224,COAD15_C2_CB_32_224,COAD15,P10,7.417,54711,72409,10287,0.096031628,1,5.936377686,0,54352,377006,322654,0.013643019,Cancer,257028,0.34090674,Epithelial
COAD15#COAD15_C2_CB_90_282,COAD15_C2_CB_90_282,COAD15,P10,7.154,58411,77809,10112,0.103435853,1,5.271208483,0,59976,376122,316146,0.013442447,Cancer,289869,0.38540362,Epithelial
COAD15#COAD15_C2_CB_30_222,COAD15_C2_CB_30_222,COAD15,P10,5.81,40671,58928,10362,0.078377544,1,6.072754981,0,53151,375924,322773,0.013782041,Cancer,239498,0.318569498,Epithelial
COAD15#COAD15_C2_BC_77_173,COAD15_C2_BC_77_173,COAD15,P10,8.754,63148,75838,12075,0.100968976,1,4.883520546,0,63831,375551,311720,0.016076378,Cancer,254710,0.33923791,Epithelial
COAD15#COAD15_C2_BC_94_190,COAD15_C2_BC_94_190,COAD15,P10,7.503,52432,67655,13261,0.090309499,1,3.951067345,0,75655,374573,298918,0.017701489,Cancer,209586,0.2798196,Epithelial
COAD15#COAD15_C1_D_73_361,COAD15_C1_D_73_361,COAD15,P10,6.271,45726,62869,11735,0.084402647,1,4.90257857,0,63097,372435,309338,0.015754427,Cancer,250230,0.335989237,Epithelial
COAD15#COAD15_C1_BC_17_113,COAD15_C1_BC_17_113,COAD15,P10,6.43,49185,68811,10600,0.092466278,1,4.694715254,0,65339,372087,306748,0.014243981,Cancer,250887,0.337166579,Epithelial
COAD15#COAD15_C1_BC_21_117,COAD15_C1_BC_21_117,COAD15,P10,6.494,51589,72093,12579,0.096937239,1,4.808766558,0,64016,371854,307838,0.016913896,Cancer,265370,0.356892132,Epithelial
COAD15#COAD15_C1_BC_68_164,COAD15_C1_BC_68_164,COAD15,P10,5.604,41067,60790,11163,0.081912652,1,5.842575006,0,54229,371066,316837,0.015041798,Cancer,229465,0.309252855,Epithelial
COAD15#COAD15_C2_CB_61_253,COAD15_C2_CB_61_253,COAD15,P10,7.191,55034,72581,9899,0.097923109,1,6.31663113,0,50652,370602,319950,0.013355298,Cancer,250277,0.337705604,Epithelial
COAD15#COAD15_C1_BC_43_139,COAD15_C1_BC_43_139,COAD15,P10,6.25,42679,60046,11447,0.081369318,1,6.026030658,0,52515,368972,316457,0.015512017,Cancer,251344,0.340771231,Epithelial
COAD15#COAD15_C2_BC_12_108,COAD15_C2_BC_12_108,COAD15,P10,8.061,51580,64444,11926,0.087613589,1,5.300844626,0,58369,367774,309405,0.016213762,Cancer,211844,0.288092214,Epithelial
COAD15#COAD15_C2_CB_91_283,COAD15_C2_CB_91_283,COAD15,P10,5.968,49946,68725,10901,0.093943851,1,5.389675954,0,57245,365777,308532,0.014901156,Cancer,253775,0.346961125,Epithelial
COAD15#COAD15_C1_D_36_324,COAD15_C1_D_36_324,COAD15,P10,6.123,43666,63744,9657,0.087401724,1,7.230139027,0,44308,364661,320353,0.013241065,Cancer,236510,0.324391569,Epithelial
COAD15#COAD15_C2_BC_81_177,COAD15_C2_BC_81_177,COAD15,P10,7.724,55068,70330,13819,0.0964913,1,4.237217256,0,69586,364437,294851,0.018959381,Cancer,241438,0.331369766,Epithelial
COAD15#COAD15_C2_D_83_371,COAD15_C2_D_83_371,COAD15,P10,6.423,40304,53287,13751,0.073114075,1,5.713769852,0,54278,364410,310132,0.018867484,Cancer,173936,0.238760405,Epithelial
COAD15#COAD15_C1_D_21_309,COAD15_C1_D_21_309,COAD15,P10,7.099,47454,62044,12334,0.085249632,1,6.366912301,0,49396,363896,314500,0.01694715,Cancer,188720,0.259358311,Epithelial
COAD15#COAD15_C2_BC_47_143,COAD15_C2_BC_47_143,COAD15,P10,7.304,64861,86840,10898,0.119485294,1,3.709285298,0,77165,363392,286227,0.014994827,Cancer,292562,0.40260641,Epithelial
COAD15#COAD15_C1_D_78_366,COAD15_C1_D_78_366,COAD15,P10,6.478,51876,72404,10374,0.099657824,1,4.066005634,0,71706,363263,291557,0.014278911,Cancer,268940,0.370238823,Epithelial
COAD15#COAD15_C2_D_43_331,COAD15_C2_D_43_331,COAD15,P10,8.048,68946,91979,9983,0.126909598,1,3.855557938,0,74632,362380,287748,0.013774215,Cancer,270770,0.37365006,Epithelial
COAD15#COAD15_C2_CB_38_230,COAD15_C2_CB_38_230,COAD15,P10,6.943,57054,77502,9666,0.106944743,1,4.942728749,0,60973,362346,301373,0.01333808,Cancer,266539,0.367857163,Epithelial
COAD15#COAD15_C1_A_69_69,COAD15_C1_A_69_69,COAD15,P10,5.666,54253,84141,10422,0.116186039,1,4.612064289,0,64521,362096,297575,0.014391211,Cancer,304377,0.420362611,Epithelial
COAD15#COAD15_C2_CB_53_245,COAD15_C2_CB_53_245,COAD15,P10,7.036,50146,66758,11245,0.092187319,1,5.425062995,0,56354,362078,305724,0.015528422,Cancer,240643,0.332378916,Epithelial
COAD15#COAD15_C1_A_1_1,COAD15_C1_A_1_1,COAD15,P10,5.047,26042,41087,13704,0.056790789,1,6.738912778,0,46743,361740,314997,0.018941781,Cancer,177564,0.245484709,Epithelial
COAD15#COAD15_C2_BC_45_141,COAD15_C2_BC_45_141,COAD15,P10,7.164,36519,49961,11637,0.069103116,1,6.475257966,0,48359,361496,313137,0.016095614,Cancer,194058,0.268458623,Epithelial
COAD15#COAD15_C2_BC_50_146,COAD15_C2_BC_50_146,COAD15,P10,8.509,59942,72832,11282,0.100839033,1,4.491385734,0,65763,361130,295367,0.015620414,Cancer,235607,0.326297465,Epithelial
COAD15#COAD15_C2_BC_43_139,COAD15_C2_BC_43_139,COAD15,P10,8.289,69204,87132,11469,0.120643677,1,4.030970492,0,71778,361113,289335,0.015880071,Cancer,269866,0.373712475,Epithelial
COAD15#COAD15_C1_BC_92_188,COAD15_C1_BC_92_188,COAD15,P10,5.584,29170,41875,13690,0.057985283,1,7.100026919,0,44578,361083,316505,0.01895686,Cancer,176640,0.244640864,Epithelial
COAD15#COAD15_C2_D_86_374,COAD15_C2_D_86_374,COAD15,P10,8.796,76129,91399,14027,0.126659479,1,3.995375755,0,72228,360806,288578,0.019438424,Cancer,264694,0.366916088,Epithelial
COAD15#COAD15_C2_BC_5_101,COAD15_C2_BC_5_101,COAD15,P10,7.718,50395,62475,12708,0.086725784,1,4.547996057,0,64922,360187,295265,0.017640837,Cancer,216521,0.30063676,Epithelial
COAD15#COAD15_C2_BC_64_160,COAD15_C2_BC_64_160,COAD15,P10,8.147,50320,60289,13735,0.084033742,1,4.742260285,0,62470,358719,296249,0.019144511,Cancer,205163,0.28605788,Epithelial
COAD15#COAD15_C1_A_50_50,COAD15_C1_A_50_50,COAD15,P10,6.752,39292,53035,12534,0.074013548,1,6.732028401,0,46337,358279,311942,0.017491955,Cancer,197610,0.275816731,Epithelial
COAD15#COAD15_C1_D_65_353,COAD15_C1_D_65_353,COAD15,P10,8.052,69841,89778,9689,0.125738791,1,4.660768084,0,63066,357002,293936,0.013569952,Cancer,279104,0.390960002,Epithelial
COAD15#COAD15_C2_CB_83_275,COAD15_C2_CB_83_275,COAD15,P10,7.881,52227,64633,11408,0.090618358,1,5.790859754,0,52515,356622,304107,0.015994526,Cancer,214686,0.301080426,Epithelial
COAD15#COAD15_C2_BC_26_122,COAD15_C2_BC_26_122,COAD15,P10,8.3,59719,74414,9643,0.104369511,1,4.426403434,0,65696,356493,290797,0.01352481,Cancer,256021,0.359199668,Epithelial
COAD15#COAD15_C1_D_8_296,COAD15_C1_D_8_296,COAD15,P10,7.52,51192,66994,10613,0.094480704,1,5.476053045,0,54746,354538,299792,0.014967366,Cancer,240792,0.339644997,Epithelial
COAD15#COAD15_C2_D_44_332,COAD15_C2_D_44_332,COAD15,P10,7.101,64674,87531,10951,0.123497044,1,5.134730902,0,57767,354385,296618,0.01545071,Cancer,267562,0.377605225,Epithelial
COAD15#COAD15_C2_D_80_368,COAD15_C2_D_80_368,COAD15,P10,7.172,36310,48866,13647,0.069013146,1,6.38755921,0,47923,354034,306111,0.019273573,Cancer,181514,0.256411198,Epithelial
COAD15#COAD15_C2_D_67_355,COAD15_C2_D_67_355,COAD15,P10,7.154,39633,53242,14256,0.075248392,1,6.146680942,0,49502,353775,304273,0.020148399,Cancer,203014,0.287051072,Epithelial
COAD15#COAD15_C1_D_15_303,COAD15_C1_D_15_303,COAD15,P10,6.837,56934,78812,9952,0.111911984,1,4.744799569,0,61293,352116,290823,0.014131707,Cancer,276053,0.392037208,Epithelial
COAD15#COAD15_C2_BC_2_98,COAD15_C2_BC_2_98,COAD15,P10,8.334,70226,85831,9565,0.121946056,1,3.229984254,0,83197,351922,268725,0.013589659,Cancer,271367,0.385617859,Epithelial
COAD15#COAD15_C2_D_63_351,COAD15_C2_D_63_351,COAD15,P10,7.884,49581,63479,12535,0.09030372,1,4.992651447,0,58651,351475,292824,0.017831994,Cancer,211660,0.301239628,Epithelial
COAD15#COAD15_C2_BC_3_99,COAD15_C2_BC_3_99,COAD15,P10,6.703,47817,65152,13015,0.092932232,1,4.561487569,0,63029,350535,287506,0.01856448,Cancer,207239,0.295689904,Epithelial
COAD15#COAD15_C2_D_34_322,COAD15_C2_D_34_322,COAD15,P10,9.427,77008,91914,10465,0.131477762,1,4.134962025,0,68071,349542,281471,0.014969589,Cancer,269556,0.385696012,Epithelial
COAD15#COAD15_C2_CB_70_262,COAD15_C2_CB_70_262,COAD15,P10,7.754,58104,77125,10386,0.110549703,1,4.365630432,0,65011,348825,283814,0.014887121,Cancer,271313,0.38895356,Epithelial
COAD15#COAD15_C1_BC_1_97,COAD15_C1_BC_1_97,COAD15,P10,7.319,56900,77132,10019,0.110746099,1,5.44229026,0,54055,348238,294183,0.014385277,Cancer,254697,0.365742177,Epithelial
COAD15#COAD15_C2_D_50_338,COAD15_C2_D_50_338,COAD15,P10,7.843,60777,77216,11408,0.110881353,1,4.345943622,0,65132,348192,283060,0.016381766,Cancer,264751,0.380330351,Epithelial
COAD15#COAD15_C1_D_86_374,COAD15_C1_D_86_374,COAD15,P10,5.77,36678,52440,9530,0.075322101,1,4.818332247,0,59829,348105,288276,0.013688399,Cancer,189359,0.27203626,Epithelial
COAD15#COAD15_C1_A_8_8,COAD15_C1_A_8_8,COAD15,P10,6.803,44560,58537,14900,0.084175273,1,5.565502266,0,52960,347709,294749,0.021425963,Cancer,220392,0.317305284,Epithelial
COAD15#COAD15_C1_D_53_341,COAD15_C1_D_53_341,COAD15,P10,6.484,50021,70990,11289,0.102320848,1,4.846054029,0,59339,346899,287560,0.016271307,Cancer,235620,0.339685313,Epithelial
COAD15#COAD15_C2_D_41_329,COAD15_C2_D_41_329,COAD15,P10,5.428,32532,43531,14122,0.062794093,1,5.28213865,0,55175,346617,291442,0.020371188,Cancer,162604,0.234665574,Fibroblast
COAD15#COAD15_C1_A_49_49,COAD15_C1_A_49_49,COAD15,P10,7.75,60969,78074,9893,0.112727913,1,4.51116416,0,62835,346294,283459,0.014284105,Cancer,269057,0.388545674,Epithelial
COAD15#COAD15_C1_D_87_375,COAD15_C1_D_87_375,COAD15,P10,6.019,48698,70891,11200,0.10237618,1,4.451465101,0,63511,346228,282717,0.016174313,Cancer,257465,0.371873312,Epithelial
COAD15#COAD15_C2_BC_49_145,COAD15_C2_BC_49_145,COAD15,P10,8.18,61189,74204,9824,0.107499652,1,3.922989145,0,70107,345136,275029,0.014232071,Cancer,256635,0.371835626,Epithelial
COAD15#COAD15_C2_BC_8_104,COAD15_C2_BC_8_104,COAD15,P10,8.257,51837,65824,11091,0.095467111,1,3.988453023,0,69109,344747,275638,0.016085709,Cancer,222956,0.323517547,Epithelial
COAD15#COAD15_C2_BC_13_109,COAD15_C2_BC_13_109,COAD15,P10,7.141,51779,69830,10733,0.101468481,1,4.702162565,0,60345,344097,283752,0.015595893,Cancer,243242,0.353494956,Epithelial
COAD15#COAD15_C1_BC_77_173,COAD15_C1_BC_77_173,COAD15,P10,7.411,56852,78118,11142,0.113541624,1,5.189607399,0,55578,344006,288428,0.016194485,Cancer,258990,0.376524328,Epithelial
COAD15#COAD15_C1_D_13_301,COAD15_C1_D_13_301,COAD15,P10,6.662,46081,63079,10762,0.091700587,1,5.259030773,0,54951,343940,288989,0.015645171,Cancer,228795,0.332676593,Epithelial
COAD15#COAD15_C2_BC_86_182,COAD15_C2_BC_86_182,COAD15,P10,7.852,45851,57810,12345,0.084108315,1,4.743912019,0,59831,343664,283833,0.017960857,Cancer,197106,0.286840658,Epithelial
COAD15#COAD15_C2_D_27_315,COAD15_C2_D_27_315,COAD15,P10,7.592,49586,61955,10044,0.090201383,1,5.034227681,0,56913,343426,286513,0.014623238,Cancer,224378,0.326949137,Epithelial
COAD15#COAD15_C2_BC_65_161,COAD15_C2_BC_65_161,COAD15,P10,7.546,53468,65248,11233,0.095376753,1,4.246307459,0,65199,342054,276855,0.016419922,Cancer,196447,0.287297302,Epithelial
COAD15#COAD15_C2_CB_10_202,COAD15_C2_CB_10_202,COAD15,P10,6.337,45524,63662,9732,0.093129467,1,6.294385044,0,46857,341793,294936,0.014236687,Cancer,212792,0.31134977,Epithelial
COAD15#COAD15_C2_D_75_363,COAD15_C2_D_75_363,COAD15,P10,8.672,65466,80568,10260,0.11795537,1,4.61893715,0,60780,341519,280739,0.015021126,Cancer,258731,0.378903172,Epithelial
COAD15#COAD15_C1_D_16_304,COAD15_C1_D_16_304,COAD15,P10,7.278,51631,68366,10569,0.100172018,1,5.668679526,0,51171,341243,290072,0.015486032,Cancer,235162,0.344632421,Epithelial
COAD15#COAD15_C2_D_85_373,COAD15_C2_D_85_373,COAD15,P10,8.253,54944,69891,10992,0.102468654,1,4.483951888,0,62188,341036,278848,0.016115601,Cancer,237871,0.348980951,Epithelial
COAD15#COAD15_C2_D_95_383,COAD15_C2_D_95_383,COAD15,P10,8.777,75367,91059,11059,0.134605492,1,3.493682826,0,75271,338244,262973,0.016347666,Cancer,292455,0.43239547,Epithelial
COAD15#COAD15_C1_D_11_299,COAD15_C1_D_11_299,COAD15,P10,7.359,53073,73343,10209,0.108573619,1,5.058312855,0,55751,337757,282006,0.015112936,Cancer,260905,0.386298153,Epithelial
COAD15#COAD15_C2_BC_52_148,COAD15_C2_BC_52_148,COAD15,P10,10.222,81838,96720,10303,0.14341637,1,3.29417383,0,78525,337200,258675,0.015277284,Cancer,293872,0.435920029,Epithelial
COAD15#COAD15_C1_BC_67_163,COAD15_C1_BC_67_163,COAD15,P10,8.233,61890,78004,9228,0.115957282,1,5.027201864,0,55805,336348,280543,0.013717935,Cancer,274382,0.407976281,Epithelial
COAD15#COAD15_C2_BC_38_134,COAD15_C2_BC_38_134,COAD15,P10,8.83,53705,63832,13278,0.095024578,1,5.150920245,0,54605,335871,281266,0.019766518,Cancer,193306,0.287828208,Epithelial
COAD15#COAD15_C2_BC_53_149,COAD15_C2_BC_53_149,COAD15,P10,7.244,45970,61852,9687,0.092137369,1,4.777921228,0,58092,335651,277559,0.014430167,Cancer,218500,0.32558098,Epithelial
COAD15#COAD15_C1_D_6_294,COAD15_C1_D_6_294,COAD15,P10,6.502,47384,66953,11584,0.099948945,1,4.376524978,0,62296,334936,272640,0.017292856,Cancer,228424,0.341042309,Epithelial
COAD15#COAD15_C2_BC_46_142,COAD15_C2_BC_46_142,COAD15,P10,9.611,65224,76878,10698,0.115103713,1,3.631646834,0,72102,333951,261849,0.01601732,Cancer,234256,0.350808674,Epithelial
COAD15#COAD15_C2_CB_47_239,COAD15_C2_CB_47_239,COAD15,P10,7.8,58849,74594,8867,0.111856548,1,4.660572108,0,58905,333436,274531,0.013296405,Cancer,262992,0.394432779,Epithelial
COAD15#COAD15_C1_BC_73_169,COAD15_C1_BC_73_169,COAD15,P10,6.799,57953,75620,8588,0.113541839,1,4.00503502,0,66534,333005,266471,0.012894701,Cancer,294935,0.442901207,Epithelial
COAD15#COAD15_C1_A_46_46,COAD15_C1_A_46_46,COAD15,P10,6.002,42232,58105,10135,0.087418532,1,4.643177342,0,58892,332338,273446,0.015248031,Cancer,223592,0.336422837,Epithelial
COAD15#COAD15_C1_A_14_14,COAD15_C1_A_14_14,COAD15,P10,9.127,84849,109491,9872,0.16530786,1,4.723497287,0,57862,331173,273311,0.014904597,Cancer,298597,0.450874427,Epithelial
COAD15#COAD15_C1_A_30_30,COAD15_C1_A_30_30,COAD15,P10,6.394,45653,63298,10561,0.095627004,1,4.777985335,0,57280,330963,273683,0.015954956,Cancer,235491,0.355817959,Epithelial
COAD15#COAD15_C2_D_74_362,COAD15_C2_D_74_362,COAD15,P10,8.86,69733,85621,12895,0.129453405,1,3.813081256,0,68709,330702,261993,0.019496405,Cancer,238538,0.36073145,Epithelial
COAD15#COAD15_C2_CB_95_287,COAD15_C2_CB_95_287,COAD15,P10,5.466,28874,40887,10612,0.061916603,1,6.779327569,0,42443,330178,287735,0.01607012,Cancer,166483,0.252150694,Epithelial
COAD15#COAD15_C2_D_20_308,COAD15_C2_D_20_308,COAD15,P10,8.67,55025,68055,14541,0.10314927,1,5.110018336,0,53991,329886,275895,0.022039432,Cancer,219287,0.333095864,Epithelial
COAD15#COAD15_C2_D_92_380,COAD15_C2_D_92_380,COAD15,P10,5.727,19927,29229,11372,0.044442045,1,7.579285155,0,38330,328844,290514,0.017290873,Cancer,130002,0.197718064,Epithelial
COAD15#COAD15_C2_CB_9_201,COAD15_C2_CB_9_201,COAD15,P10,7.291,54319,70119,8678,0.106693873,1,5.67368699,0,49238,328599,279361,0.013204544,Cancer,237094,0.360797884,Epithelial
COAD15#COAD15_C2_D_33_321,COAD15_C2_D_33_321,COAD15,P10,8.057,50604,63367,10567,0.096723133,1,4.806416733,0,56415,327569,271154,0.016129426,Cancer,224612,0.343261822,Epithelial
COAD15#COAD15_C1_A_13_13,COAD15_C1_A_13_13,COAD15,P10,5.591,36208,53990,10494,0.082433522,1,6.646127624,0,42829,327476,284647,0.016022548,Cancer,211394,0.322804971,Epithelial
COAD15#COAD15_T_A_65_65,COAD15_T_A_65_65,COAD15,P10,6.25,23423,31708,14810,0.048453249,1,4.716317261,0,57240,327202,269962,0.02263128,Normal,130946,0.20018039,Fibroblast
COAD15#COAD15_T_CB_9_201,COAD15_T_CB_9_201,COAD15,P10,7.41,50508,62743,11663,0.095927921,1,2.101858087,0,105431,327032,221601,0.017831588,Normal,203610,0.311399793,Epithelial
COAD15#COAD15_C1_BC_79_175,COAD15_C1_BC_79_175,COAD15,P10,8.345,61439,77807,9487,0.119013895,1,5.214250409,0,52602,326882,274280,0.014511353,Cancer,257930,0.394594727,Epithelial
COAD15#COAD15_C1_BC_30_126,COAD15_C1_BC_30_126,COAD15,P10,6.193,34982,51140,13079,0.078429087,1,5.74320048,0,48349,326027,277678,0.020058155,Cancer,186766,0.286508925,Epithelial
COAD15#COAD15_C2_D_39_327,COAD15_C2_D_39_327,COAD15,P10,9.385,68275,85820,10158,0.13171142,1,3.968476918,0,65571,325788,260217,0.015589893,Cancer,264455,0.406094138,Epithelial
COAD15#COAD15_C2_D_22_310,COAD15_C2_D_22_310,COAD15,P10,9.839,72452,88744,10385,0.136432678,1,3.781176955,0,68023,325230,257207,0.015965624,Cancer,259251,0.398717649,Epithelial
COAD15#COAD15_C2_CB_80_272,COAD15_C2_CB_80_272,COAD15,P10,7.055,47323,66909,9501,0.102916973,1,5.28128925,0,51751,325063,273312,0.01461409,Cancer,241609,0.371669559,Epithelial
COAD15#COAD15_C2_CB_13_205,COAD15_C2_CB_13_205,COAD15,P10,8.189,55392,71320,9059,0.109888417,1,6.232893505,0,44866,324511,279645,0.013957924,Cancer,245473,0.378279295,Epithelial
COAD15#COAD15_C1_D_19_307,COAD15_C1_D_19_307,COAD15,P10,6.627,49235,68903,10949,0.106373814,1,4.613324783,0,57697,323872,266175,0.016903283,Cancer,248640,0.383935961,Epithelial
COAD15#COAD15_C2_CB_12_204,COAD15_C2_CB_12_204,COAD15,P10,6.172,39786,56974,8210,0.088070711,1,7.938952605,0,36185,323456,287271,0.012691062,Cancer,214297,0.331290117,Epithelial
COAD15#COAD15_C2_CB_56_248,COAD15_C2_CB_56_248,COAD15,P10,7.352,45525,58794,10396,0.090914152,1,6.235053253,0,44692,323349,278657,0.01607551,Cancer,195498,0.302338313,Epithelial
COAD15#COAD15_C1_A_29_29,COAD15_C1_A_29_29,COAD15,P10,6.285,36369,50952,12169,0.078788422,1,6.670976466,0,42152,323347,281195,0.018817246,Cancer,177709,0.274842867,Epithelial
COAD15#COAD15_C2_CB_52_244,COAD15_C2_CB_52_244,COAD15,P10,6.656,44333,59030,9070,0.091292634,1,5.846116382,0,47224,323301,276077,0.014027176,Cancer,229429,0.354856621,Epithelial
COAD15#COAD15_C2_CB_88_280,COAD15_C2_CB_88_280,COAD15,P10,7.592,52472,67191,9057,0.104172739,1,5.054253961,0,53268,322498,269230,0.014041948,Cancer,236964,0.3675,Epithelial
COAD15#COAD15_C1_A_72_72,COAD15_C1_A_72_72,COAD15,P10,6.61,49847,68486,10506,0.106279039,1,4.743400061,0,56099,322199,266100,0.016303589,Cancer,245080,0.380390075,Epithelial
